City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
456,Bundaberg,AU,-24.85,152.35,68.22,77,67,5.01,broken clouds
457,Abalak,RU,58.1286,68.5944,21.69,94,100,6.2,overcast clouds
458,Iqaluit,CA,63.7506,-68.5145,-15.07,53,100,11.5,overcast clouds
459,Umm Bab,QA,25.2142,50.8072,64.08,44,0,11.65,clear sky
460,Kurayoshi,JP,35.4333,133.8167,31.82,70,95,20.29,light snow
461,Challapata,BO,-18.9,-66.7667,55.69,54,48,3.94,scattered clouds
462,Pitimbu,BR,-7.4706,-34.8086,86.59,61,21,11.34,few clouds
463,Gigmoto,PH,13.7796,124.39,74.89,89,100,6.87,light rain
464,Aykhal,RU,66.0,111.5,-25.37,100,87,3.22,overcast clouds
465,Dzaoudzi,YT,-12.7887,45.2699,84.09,79,20,8.05,few clouds
466,Sovetskaya Gavan,RU,48.9723,140.2878,8.8,72,100,7.45,overcast clouds
467,Tynda,RU,55.1667,124.7167,-1.53,76,100,8.5,overcast clouds
468,Olafsvik,IS,64.8945,-23.7142,28.13,71,100,16.35,overcast clouds
469,Kinkala,CG,-4.3614,14.7644,72.84,91,42,2.37,light rain
470,Salta,AR,-24.7859,-65.4117,82.99,51,40,6.91,scattered clouds
471,Vanavara,RU,60.34,102.2797,-3.78,100,100,3.94,overcast clouds
472,Henties Bay,NA,-22.116,14.2845,66.85,82,73,7.74,broken clouds
473,Muttupet,IN,10.4,79.4833,75.78,78,13,8.72,few clouds
474,Itaituba,BR,-4.2761,-55.9836,89.76,70,20,0.0,few clouds
475,Guarapari,BR,-20.6667,-40.4975,80.49,82,77,15.57,broken clouds
476,Ozernovskiy,RU,51.5,156.5167,26.46,78,74,6.64,broken clouds
477,Olga,RU,43.7444,135.2892,7.54,58,53,15.86,broken clouds
478,Chico,US,39.7285,-121.8375,59.22,50,40,5.75,scattered clouds
479,Price,US,39.5994,-110.8107,29.46,40,0,0.0,clear sky
480,Basco,PH,20.4487,121.9702,72.28,77,100,29.3,overcast clouds
481,Namatanai,PG,-3.6667,152.4333,79.97,79,100,6.96,overcast clouds
482,Shubarkuduk,KZ,49.1447,56.4872,27.5,82,100,18.39,overcast clouds
483,Monrovia,LR,6.3005,-10.7969,82.17,77,20,9.8,few clouds
484,Nelson Bay,AU,-32.7167,152.15,70.0,61,38,3.0,scattered clouds
485,Dongsheng,CN,39.8161,109.9776,8.37,70,1,6.46,clear sky
486,Mongo,TD,12.1844,18.693,74.32,13,6,7.85,clear sky
487,Moerai,PF,-22.4333,-151.3333,78.37,77,37,16.4,light rain
488,Bandarbeyla,SO,9.4942,50.8122,75.38,64,0,10.71,clear sky
489,Talaya,RU,61.3833,152.75,-39.66,100,81,1.7,broken clouds
490,Chalmette,US,29.9427,-89.9634,39.2,89,100,1.99,light rain
491,Sabang,ID,5.8933,95.3214,82.62,74,69,14.65,broken clouds
492,Barcelos,PT,41.5388,-8.6151,53.28,79,88,5.99,overcast clouds
493,Ovalle,CL,-30.5983,-71.2003,85.1,30,0,12.64,clear sky
494,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,86.94,61,19,3.09,few clouds
495,Karaton,ID,-6.3424,106.1045,75.36,93,100,2.33,overcast clouds
496,Banda Aceh,ID,5.5577,95.3222,78.26,81,69,7.18,broken clouds
497,Usinsk,RU,65.9939,57.5281,-3.77,100,93,6.42,overcast clouds
498,Kulob,TJ,37.9145,69.783,41.76,42,100,11.18,overcast clouds
499,Sapele,NG,5.8941,5.6767,83.57,61,23,6.93,few clouds
500,Kruisfontein,ZA,-34.0033,24.7314,64.89,62,100,4.83,overcast clouds
501,Oskarshamn,SE,57.2645,16.4484,40.98,95,100,12.68,light rain
502,Kungurtug,RU,50.5994,97.5228,-16.82,99,59,1.77,broken clouds
503,Lircay,PE,-12.9896,-74.7205,61.34,59,100,4.52,overcast clouds
504,Half Moon Bay,US,37.4636,-122.4286,62.55,58,0,5.75,clear sky
505,La Paz,BO,-16.5,-68.15,58.98,54,75,11.5,light rain
506,Baherden,TM,38.4362,57.4316,56.8,26,0,7.0,clear sky
507,Mossendjo,CG,-2.9506,12.7261,70.54,97,100,1.14,moderate rain
508,Kidodi,TZ,-7.6036,37.0044,72.84,99,100,3.67,moderate rain
509,Bubaque,GW,11.2833,-15.8333,78.62,72,5,14.29,clear sky
510,Rocha,UY,-34.4833,-54.3333,78.53,66,29,12.08,scattered clouds
511,Pekan,MY,3.4836,103.3996,77.11,91,98,8.97,overcast clouds
512,Hervey Bay,AU,-25.2986,152.8535,68.04,67,87,26.26,overcast clouds
513,Kashi,CN,39.4547,75.9797,34.27,50,100,6.71,overcast clouds
514,Flagstaff,US,35.1981,-111.6513,40.1,28,0,3.0,clear sky
515,Road Town,VG,18.4167,-64.6167,71.69,100,40,9.22,light intensity shower rain
516,Gisenyi,RW,-1.7028,29.2564,65.32,84,100,3.15,light rain
517,Vuktyl,RU,63.8567,57.3094,3.13,99,89,3.47,overcast clouds
518,Port Augusta,AU,-32.5,137.7667,63.72,34,17,6.29,few clouds
519,Nisia Floresta,BR,-6.0911,-35.2086,81.41,58,42,13.29,scattered clouds
520,Ukiah,US,39.1502,-123.2078,64.65,46,0,3.44,clear sky
521,Bollnas,SE,61.3482,16.3946,35.38,90,100,9.55,overcast clouds
522,North Fort Myers,US,26.6673,-81.8801,85.24,61,0,10.36,clear sky
523,Cayenne,GF,4.9333,-52.3333,82.44,82,75,5.99,broken clouds
524,Coihaique,CL,-45.5752,-72.0662,71.55,30,20,6.91,few clouds
525,Qandala,SO,11.472,49.8728,75.54,62,5,4.9,clear sky
526,Namibe,AO,-15.1961,12.1522,73.71,72,100,8.37,overcast clouds
527,Beyneu,KZ,45.3167,55.2,39.02,73,100,17.2,overcast clouds
528,Manokwari,ID,-0.8667,134.0833,77.43,80,100,4.18,overcast clouds
529,Port Lincoln,AU,-34.7333,135.8667,63.59,84,56,14.5,broken clouds
530,Weligama,LK,5.9667,80.4167,73.96,85,24,3.85,few clouds
531,Minab,IR,27.1467,57.0801,61.12,72,0,0.0,clear sky
532,Benghazi,LY,32.1167,20.0667,56.14,62,0,9.24,clear sky
533,Maun,BW,-19.9833,23.4167,74.97,62,100,3.2,overcast clouds
534,Moranbah,AU,-22.0016,148.0466,69.24,78,51,17.4,broken clouds
535,Luangwa,ZM,-15.6167,30.4167,72.81,94,100,4.85,light rain
536,Rio Grande,BR,-32.035,-52.0986,82.94,83,84,5.5,broken clouds
537,Tatawin,TN,32.9297,10.4518,59.88,34,28,12.5,scattered clouds
538,Zaraza,VE,9.3503,-65.3245,95.18,30,60,6.02,broken clouds
539,Malatya,TR,38.5,38.0,32.05,93,75,4.61,broken clouds
540,Torbay,CA,47.6666,-52.7314,32.76,96,100,11.5,fog
541,Goma,CD,-1.6792,29.2228,64.71,84,100,2.62,light rain
542,Lethem,GY,3.3803,-59.7968,91.85,40,97,11.99,overcast clouds
543,Waingapu,ID,-9.6567,120.2641,77.94,84,44,8.46,scattered clouds
544,Jiexiu,CN,37.0244,111.9125,22.15,56,5,2.3,clear sky
545,Bukama,CD,-9.2,25.85,66.72,98,100,0.92,overcast clouds
546,Athabasca,CA,54.7169,-113.2854,0.01,95,100,8.3,snow
547,Lima Duarte,BR,-21.8425,-43.7931,81.16,80,100,2.73,moderate rain
548,Kharp,RU,66.8014,65.8081,9.27,95,100,4.21,overcast clouds
549,Huntsville,US,34.7304,-86.5861,35.19,91,100,3.0,overcast clouds
550,Sokolo,ML,14.7328,-6.1219,80.89,10,2,8.75,clear sky
551,Saint Anthony,US,45.0205,-93.218,10.29,65,75,5.99,haze
552,Straumen,NO,63.8709,11.2999,39.2,72,100,10.07,overcast clouds
553,Mujiayingzi,CN,42.1167,118.7833,4.3,59,0,10.11,clear sky
554,Kipini,KE,-2.5257,40.5262,79.09,87,51,16.28,broken clouds
555,Lerwick,GB,60.1545,-1.1494,41.0,62,100,33.64,overcast clouds
556,Rakitnoye,RU,50.8389,35.8515,25.05,96,100,7.27,light snow
557,Vostok,RU,46.4856,135.8833,-12.24,100,100,3.11,overcast clouds
558,Yenagoa,NG,4.9247,6.2642,82.63,67,0,8.25,clear sky
559,Avera,US,33.194,-82.5271,66.88,92,100,10.6,overcast clouds
560,Barra,BR,-11.0894,-43.1417,91.33,37,100,5.66,overcast clouds
561,Oktyabrskoye,RU,43.0645,44.7417,33.35,93,100,8.95,light intensity drizzle
562,Freeport,US,40.6576,-73.5832,39.02,84,100,4.0,mist
563,La Rioja,ES,42.25,-2.5,45.05,88,100,3.4,overcast clouds
564,Tadine,NC,-21.55,167.8833,79.54,88,100,13.8,light rain
565,Fereydunshahr,IR,32.941,50.121,31.98,89,87,10.04,light snow
566,Zhigansk,RU,66.7697,123.3711,-30.23,99,99,4.54,overcast clouds
567,Kurilsk,RU,45.2333,147.8833,23.23,83,100,9.86,light snow
568,Havelock,US,34.8791,-76.9013,79.05,84,40,17.0,scattered clouds
569,Sioux Lookout,CA,50.1001,-91.917,-0.02,60,0,5.75,clear sky
570,Westerland,DE,54.9079,8.3033,39.94,93,20,13.8,few clouds
571,Altamira,BR,-3.2033,-52.2064,86.09,70,75,3.44,moderate rain
572,Obo,CF,5.3998,26.4869,81.95,24,89,3.85,overcast clouds
573,Cascais,PT,38.6979,-9.4215,58.51,69,20,1.01,few clouds
574,Bulgan,MN,48.8125,103.5347,-4.34,87,11,4.59,few clouds
575,Artyom,AZ,40.4723,50.333,42.94,86,100,16.55,overcast clouds
576,Bambanglipuro,ID,-7.95,110.2833,76.84,88,99,5.12,moderate rain
577,Jurm,AF,36.8648,70.8342,21.99,44,100,7.87,overcast clouds
578,San Juan,AR,-31.5375,-68.5364,85.26,24,21,6.2,few clouds
579,Whitehorse,CA,60.7161,-135.0538,-4.7,73,100,1.99,light snow
580,Omboue,GA,-1.5746,9.2618,78.4,81,78,4.83,broken clouds
581,Cape Canaveral,US,28.4058,-80.6048,86.18,65,0,14.97,clear sky
582,Mayumba,GA,-3.432,10.6554,77.59,80,18,3.85,few clouds
583,Pampa,US,35.5362,-100.9599,28.56,54,0,9.22,clear sky
584,Buala,SB,-8.145,159.5921,80.6,85,100,8.19,overcast clouds
585,Zharkent,KZ,44.1628,80.0,26.11,66,32,3.49,scattered clouds
586,Chulman,RU,56.8479,124.9104,-7.33,96,100,7.27,overcast clouds
587,Santa Vitoria Do Palmar,BR,-33.5189,-53.3681,81.19,69,17,5.01,few clouds
588,Palmer,US,42.1584,-72.3287,33.69,94,100,9.22,snow
589,Carolina,PR,18.3808,-65.9574,75.76,81,100,5.75,overcast clouds
590,Okhotsk,RU,59.3833,143.3,0.39,71,100,15.79,overcast clouds
591,Smidovich,RU,48.6,133.8167,-24.39,100,100,1.41,overcast clouds
592,Coruripe,BR,-10.1256,-36.1756,83.8,60,5,13.06,clear sky
593,Grenville,GD,12.1167,-61.6167,84.25,66,1,14.81,clear sky
594,Bassano,CA,50.7834,-112.4685,21.69,78,100,1.72,overcast clouds
595,Mao,ES,39.8885,4.2658,52.36,87,0,3.44,clear sky
596,Faya,SA,18.3851,42.4509,59.11,85,19,7.56,few clouds
597,Smithers,CA,54.7804,-127.1743,39.52,81,75,8.05,light rain
598,Belle Glade,US,26.6845,-80.6676,83.01,58,42,9.8,scattered clouds
599,La Gomera,GT,14.0833,-91.05,89.31,36,9,11.79,clear sky
600,Dillon,US,34.4166,-79.3712,77.99,67,100,19.06,overcast clouds
601,Stefan Cel Mare,RO,46.9833,26.5167,33.66,73,18,3.58,few clouds
602,Ongandjera,NA,-17.8833,15.0667,83.05,34,100,8.16,overcast clouds
603,Oksfjord,NO,70.2396,22.3479,23.18,90,100,17.25,light snow
604,Macaubas,BR,-13.0194,-42.6986,85.23,46,99,4.85,overcast clouds
605,Lautaro,CL,-38.5167,-72.45,71.58,39,24,10.92,few clouds
606,Korgen,NO,66.0771,13.8153,35.31,89,92,9.13,overcast clouds
607,Vakhrushev,RU,48.9833,142.9667,10.38,87,100,6.78,overcast clouds
608,Trincomalee,LK,8.5711,81.2335,78.15,70,8,7.54,clear sky
609,Balkhash,KZ,46.844,74.9804,8.26,80,1,13.02,clear sky
610,Barkly West,ZA,-28.5354,24.5215,69.08,25,0,9.71,clear sky
611,Manggar,ID,-2.8833,108.2667,78.04,89,59,7.31,broken clouds
612,Ayan,RU,56.45,138.1667,-2.9,74,100,15.41,overcast clouds
613,Ende,ID,-8.8432,121.6623,78.24,89,97,2.98,overcast clouds
614,Stillwater,US,36.1156,-97.0584,28.83,43,0,8.05,clear sky
615,Gilgit,PK,35.9221,74.3087,16.25,47,0,4.34,clear sky
616,Klaksvik,FO,62.2266,-6.589,36.52,60,92,39.91,overcast clouds
617,Maple Creek,CA,49.9168,-109.4848,27.09,81,100,18.01,overcast clouds
618,Boromo,BF,11.75,-2.9333,82.09,9,94,6.82,overcast clouds
619,Zinder,NE,13.8072,8.9881,65.1,13,0,10.94,clear sky
620,Kandrian,PG,-6.2167,149.55,79.23,85,69,13.0,broken clouds
621,Baturaja,ID,-4.1333,104.1667,73.02,99,100,2.53,moderate rain
622,Yizheng,CN,24.6706,103.4296,37.26,96,33,3.94,scattered clouds
623,Yanam,IN,16.7333,82.2167,69.17,95,85,2.82,overcast clouds
624,Haines Junction,CA,60.7522,-137.5108,-0.45,78,100,1.14,overcast clouds
625,Mersing,MY,2.4312,103.8405,80.51,78,100,8.05,overcast clouds
626,Saint-Georges,GD,12.0564,-61.7485,83.88,65,20,16.11,few clouds
627,Ankang,CN,32.68,109.0172,41.72,59,95,4.34,overcast clouds
628,North Charleston,US,32.8886,-80.0075,77.11,77,75,13.8,broken clouds
629,Svetlyy,RU,54.675,20.1347,39.25,93,100,14.54,overcast clouds
630,Wajima,JP,37.4,136.9,32.88,82,99,20.0,snow
631,Krasnoselkup,RU,65.7,82.4667,14.16,96,100,6.33,light snow
632,College,US,64.8569,-147.8028,2.28,66,100,3.27,overcast clouds
633,Santa Rosa,PH,14.3122,121.1114,78.12,75,90,12.97,overcast clouds
634,Mocuba,MZ,-16.8392,36.9856,73.11,87,100,3.4,overcast clouds
635,Abu Zabad,SD,12.35,29.25,69.04,15,61,16.84,broken clouds
636,Altoona,US,40.5187,-78.3947,30.09,87,100,3.0,overcast clouds
637,Lugo,ES,43.0,-7.5,46.9,99,96,2.26,overcast clouds
638,Marshall,US,34.3834,-86.3333,37.33,81,100,1.01,overcast clouds
639,Svobodnyy,RU,51.4,128.1333,-13.52,95,87,5.79,overcast clouds
640,Santa Cruz Del Sur,CU,20.7147,-77.9956,86.63,47,12,10.63,light rain
641,Duluth,US,46.7833,-92.1066,11.55,61,40,1.99,scattered clouds
642,Mpanda,TZ,-6.3655,31.0409,64.33,98,100,3.38,light rain
643,Susanville,US,40.4163,-120.653,44.82,53,0,1.99,clear sky
644,Lengshuitan,CN,26.4111,111.5956,39.65,83,36,3.4,scattered clouds
645,Ustka,PL,54.5805,16.8619,41.94,85,100,18.43,overcast clouds
646,Kiruna,SE,67.8557,20.2251,4.12,92,100,3.44,overcast clouds
647,Chambas,CU,22.1928,-78.9136,80.22,52,82,12.15,broken clouds
648,Comodoro Rivadavia,AR,-45.8667,-67.5,60.66,63,20,9.22,few clouds
649,Jiayuguan,CN,39.8167,98.3,15.21,44,100,4.54,overcast clouds
650,Hobyo,SO,5.3505,48.5268,76.78,70,46,15.75,scattered clouds
651,Paranapanema,BR,-23.3886,-48.7228,75.65,79,100,7.56,overcast clouds
652,Buckeye,US,33.3703,-112.5838,62.11,11,0,17.27,clear sky
653,Taltal,CL,-25.4,-70.4833,70.97,63,22,6.96,few clouds
654,Kailua,US,21.4022,-157.7394,76.75,76,0,0.0,clear sky
655,Juegang,CN,32.3174,121.1855,36.91,72,8,9.06,clear sky
656,Khorinsk,RU,52.1657,109.7726,-2.38,96,100,3.11,overcast clouds
657,Gazli,UZ,40.1333,63.45,45.07,39,5,11.45,clear sky
658,Mountain Home,US,43.133,-115.6912,32.74,100,0,21.85,clear sky
659,Gizo,SB,-8.103,156.8419,82.35,81,100,10.11,overcast clouds
660,Charleville-Mezieres,FR,49.7667,4.7167,37.99,85,82,8.84,broken clouds
661,Santa Isabel,BR,-23.3156,-46.2214,84.65,82,70,7.76,broken clouds
662,Yelizovo,RU,53.1873,158.3805,24.94,63,75,6.71,broken clouds
663,Talcahuano,CL,-36.7167,-73.1167,73.08,56,20,19.57,few clouds
664,Quatre Cocos,MU,-20.2078,57.7625,80.71,87,100,16.62,light rain
665,Clyde River,CA,70.4692,-68.5914,-3.77,84,100,11.5,light snow
666,Polis,CY,35.0367,32.4264,49.82,73,10,7.18,clear sky
667,Kutum,SD,14.2,24.6667,60.12,18,19,15.82,few clouds
668,Maceio,BR,-9.6658,-35.7353,85.44,58,40,16.11,scattered clouds
669,Tombouctou,ML,20.0,-3.0,68.22,8,0,8.39,clear sky
670,Pemangkat,ID,1.1667,108.9667,76.17,90,100,6.51,light rain
671,Gat,IL,31.61,34.7642,53.4,100,100,10.18,overcast clouds
672,Black River,JM,18.0264,-77.8487,82.4,61,37,5.86,scattered clouds
673,Shangrao,CN,28.4532,117.9686,36.82,94,6,2.64,clear sky
674,Davila,PH,18.4726,120.5763,75.4,80,100,24.16,overcast clouds
675,Tsumeb,NA,-19.2333,17.7167,66.38,91,99,3.18,heavy intensity rain
676,Chiang Kham,TH,19.5233,100.3,65.05,76,5,2.91,clear sky
677,Khromtau,KZ,50.2503,58.4347,22.3,90,100,14.65,overcast clouds
678,Casambalangan,PH,18.3765,122.1274,73.11,86,90,9.91,overcast clouds
679,Grindavik,IS,63.8424,-22.4338,27.07,80,100,8.05,overcast clouds
680,Mwinilunga,ZM,-11.7358,24.4293,61.48,99,94,4.14,overcast clouds
681,Richards Bay,ZA,-28.783,32.0377,73.09,94,100,14.38,moderate rain
682,Ammapettai,IN,10.8,79.3333,79.48,84,36,2.26,scattered clouds
683,Kayankulam,IN,9.1833,76.5,73.54,84,30,6.26,scattered clouds
684,Amapa,BR,1.0,-52.0,77.52,95,100,4.16,overcast clouds
